Sentence,Global start,Global end
"Glove we're making good progress on the upper bracket, finishing one of the bolts needed to secure the upper triangle.",10133.60474,10139.681690000001
He's working on the next bolt.,10139.681690000001,10141.22118
Corner there.,10142.03051,10142.790140000001
Now you're getting views from the high definition camera of Kate Rubin's helmet camera assembly.,10142.790140000001,10147.807840000001
"As she makes her way to the worksite, she's gonna be installing that portable foot restraint that she has in tow.",10148.26739,10153.40494
And it was nineteen additional turns.,10153.42467,10155.324040000001
Alright.,10157.902440000002,10158.222280000002
Copy.,10158.222280000002,10158.622140000001
"Eighteen point six, nineteen additional turns.",10158.622140000001,10160.82097
"Green light, Confirm black line flush.",10160.82097,10162.88018
Black line flush.,10164.778980000001,10165.71874
Alright.,10178.040540000002,10178.360340000001
I we think that's a good bolt on mic fifteen.,10178.360340000001,10181.459040000002
We'll go back to mic seventeen and try that one again.,10181.79864,10184.597240000001
Your settings for that will be bravo one clockwise two.,10184.597240000001,10187.44561
That'd be bravo one.,10190.16424,10191.28368
That's,10191.28368,10191.78368
Alright.,10203.03908,10203.398900200002
Great.,10203.398900200002,10203.6787602
Let's see.,10203.6787602,10204.118540000001
With thirty eight.,10204.118540000001,10205.17826
"Roger Gate, and you'll install the WIFX on thirty eight.",10208.1553,10211.353700000001
I'll have those settings when you're ready.,10211.353700000001,10213.053100000001
Kate Rubin's has arrived at the worksite.,10233.350220000002,10235.529380000002
Her next task will be to install that portable foot restraint on the designated worksite interface giving her the proper angle to make some of the next procedures of installing that upper triangle that you see Victor Glover is currently assembling the helmet camera view.,10235.549120000001,10251.290140000001
You're saying number twenty is the helmet camera view from Victor Glover.,10251.290140000001,10255.028520000002
And the black line is flushed and it's the metric that looks the same.,10265.292980000002,10269.08984
"There's three threads through the bottom into the, you know, answer pan plug this portion showing up the other side.",10269.2695,10276.905600000002
Identical to the the upper right strip.,10277.305400000001,10280.723935000002
Copy.,10283.94208,10284.44208
"And, Frank, I'll take call in for the WISC number.",10287.020520000002,10289.479540000002
Okay.,10291.978040000002,10292.478040000002
K.,10292.497780000002,10292.697680000001
Your clocking will be six.,10292.697680000001,10294.397084000002
"And, like, that is a good bolt on mic seventeen.",10299.564244000001,10302.263140000001
"So next, we'll be driving mic thirteen and fourteen That's the right upper struts and mounting bracket.",10303.322360000002,10308.959620000001
K.,10313.457120000001,10313.617040000001
Copy.,10313.617040000001,10314.117040000001
And which risk can I take off?,10318.534380000001,10320.473660000001
You can release the RET from the left front and also from the right front.,10321.612840000002,10325.67106
Didn't work.,10327.689600000002,10328.469470000002
I think I'll take your picture and extension on my left hand.,10330.368260000001,10334.146630000001
"Hi, Kate.",10335.325350000001,10336.06522
Webex settings will be six golf five.,10336.124940000002,10339.18367
"So picture five extension of oh, correction.",10339.443290000001,10342.102210000001
Mhmm.,10342.12195,10342.521750000002
Picture of golf Extension five.,10342.521750000002,10344.840250000001
Yeah.,10345.499670000001,10345.999670000001
Six.,10347.17884,10347.67884
Golf extension five.,10348.13836,10349.557900000002
"And, like, your settings for your Right up or stretch the mounting bracket will be bravo three, clockwise two.",10363.57847,10370.87368
Double three clockwise two instead.,10375.930520000002,10377.749850000002
And what's the expected turn?,10379.408770000002,10381.467990000001
And the expected will be twenty on both.,10383.365450000001,10385.72428
We'll be driving both to torque.,10385.72428,10387.70353
"And freight, I may have picks it up.",10390.84171,10392.62023
I do not have a good pull and lift.,10392.62023,10394.139470000002
That's it.,10394.139470000002,10394.879350000001
I'm gonna have my BRT RET.,10395.178960000001,10396.918340000002
"Copy, Kate.",10399.416830000002,10400.135610000001
"And, guys, we have about thirty seconds to hand over.",10410.600010000002,10413.17898
"So, Ike, again, you'll be driving Mike fourteen and thirteen to torque.",10413.1987,10416.9256
We anticipate twenty additional turns.,10417.085530000002,10419.144750000001
"Before we lose this video communication from the International Space Station, we're entering into an orbital date time.",10441.790270000001,10447.727560000001
Views from the helmet cameras of both of the astronauts continuing to get brighter before we lose those views temporarily.,10448.895390000001,10455.552310000001
We're expected to regain them very shortly.,10456.69042,10458.70965
"In the meantime, both of the astronauts are making great progress on some of their first steps to construct the modification kit needed to hold a future set of solar arrays and mount them to the current best canisters of the So a little raise on the far side of the International Space Station, the port six trust.",10460.168660000001,10477.888700000001
Victor Glover is finalizing the assembly of what's called the upper triangle that makes up the top portion of the configuration of the bracket.,10479.027880000001,10488.133300000001
And Kate Rubens is installing the portable foot strain.,10488.133300000001,10492.47045
That'll get her in a good position to mount that upper triangle to the top portion of the mass canister.,10492.47045,10497.747800000001
Twenty fourteen.,10497.747800000001,10498.727560000001
And you can continue with Mike thirteenth.,10501.755500000001,10503.8947
"Here in the room, you're getting a live view from the International Space Station flight control room.",10518.995170000002,10523.472950000001
The teams here led by flight director Marcos Flores.,10523.472950000001,10525.892000000002
The voice you're hearing from here in Mission Control is the ground IV.,10527.120350000001,10530.238800000001
"That's Frank Rubio, a NASA astronaut hired in to the twenty seventeen astronaut class.",10530.238800000001,10536.76482
The spacewalk procedures are being relayed to Frank Rubio by spacewalk officer Art Thomason.,10537.504200000001,10543.081650000002
Name for checking?,10543.850580000002,10544.910300000001
"He's working with him his teams in the backroom going over the intricate procedures, under standing them forwards them backwards as they relieve relay them to Frank Rubio and to back over to Kate Rubins and Victor over on the International Space Station.",10545.249870000001,10560.79973
"Now regaining those views and getting some views of the far port side of the International Space Station, you see Rubins on the right and and glover on the left.",10560.79973,10571.49437
You can see the construction of the upper triangle that darker silver portion is the mounting bracket.,10574.152800000002,10581.479360000001
That is what will eventually hold the irosa solar arrays that will be delivered later this year.,10581.818930000001,10587.915600000002
At least the first two sets.,10588.275440000001,10589.734940000002
Also regaining those high definition views from the helmet camera of Kate Rubens.,10592.713220000001,10597.41112
"And, like, on Mike thirteen and fourteen, those trucks were slightly lower than expected.",10600.928880000001,10605.6465
Can you verify that you have a bravo three setting on your PGT.,10605.6465,10610.064230000002
Okay.,10612.003,10612.402820000001
Yep.,10612.402820000001,10612.6427
Stand by.,10612.6427,10613.42257
"You can see Rubins on the left there, the suit with a red striped configuring the portable foot restraint in the center of what is the masked canister, that's the soda can looking structure off to the left that's gonna give her a good position to reach towards the top of that where that she will install the upper triangle that glover has been putting together.",10621.187950000001,10643.09417
There's something called a center pad that is specifically designed to mount at the top portion of that mass canister.,10643.09417,10649.431230000002
"They're configuring their settings of the pistol grip tool, and the portable foot restraint needed before getting situated for the first assembly, the the first part of these assembling and and installing that modification kit onto the mass mass canister.",10651.879750000002,10666.871850000001
Okay.,10669.370050000001,10669.76986
Copy.,10669.76986,10670.12966
Thank you.,10670.12966,10670.76934
"And, Ike, if you can switch over to bravo three and drive those bolts again, please.",10670.76934,10674.727380000002
And bravo three is fixed.,10674.727380000002,10678.105920000002
This is thirteen fourteen.,10678.435480000002,10679.674860000001
Correct?,10679.674860000001,10679.954730000001
I'm sorry.,10679.954730000001,10682.0539
My thirteen and my fourteen.,10682.1936,10683.573170000001
Rebecca's extension is six.,10733.862840000002,10735.482300000001
EPSR clocking is twelve.,10736.310400000002,10737.7497
I appreciate our pitch.,10737.7497,10739.9289
Copy.,10742.227470000002,10742.627250000001
And the WIFX extension should be five.,10742.627250000001,10744.966360000002
Right.,10748.99364,10749.233500000002
It is five.,10749.233500000002,10750.093400000002
Okay.,10751.432400000002,10751.932400000002
Copy.,10752.03216,10752.39196
Five.,10752.39196,10752.89196
And your APFR settings will be twelve tango tango foxtrot twelve.,10753.6506,10759.138
Copy.,10759.138,10759.638
"Thirty twelve, and the ten o'clock is on the twelfth.",10762.075550000001,10765.13427
"Frank, I got a quarter return on each and eighteen point four on the same eighteen point four or fourteen and eighteen point three on twenty fifteen.",10770.700600000002,10782.413600000002
We copy.,10787.17956,10787.7792
I can.,10787.7792,10788.1391
We're checking.,10788.1391,10788.839000000002
"Seaglover putting down his helmet shield, the gold visor.",10793.295160000001,10796.91356
That protects his view from the sun.,10797.7329,10800.000600000001
As the two astronauts enter into an orbital daytime.,10800.640280000001,10804.078560000002
The station is now in that orbital daytime over Canada.,10804.078560000002,10807.5770604
Approaching a south eastern course over the Atlantic Ocean.,10808.255400000002,10811.873840000002
"Rubins is configuring the foot restraint to make sure it's in the right angle, giving her the proper position to eventually install that upper triangle that you see within this view that glove is finalizing the installation of with a driving a couple of those last bolts.",10814.6522,10830.463060000002
"And, like, we just got word, Mike thirteen and fourteen are good to go.",10900.150334000002,10904.048635000001
"So next, you will move the long PGT to seven sixteenths PGT to the right upper strut handrail extension near the center pad.",10904.2283,10912.903970000001
And you can use both the RET and then adjust the bars needed.,10913.003675000002,10916.102376
It'll work.,10918.281030000002,10918.79059
"So with a good configuration on that upper triangle, that glover has just finished putting together.",10923.828080000001,10929.23507
"His next task will be stowing the pistol grip tool, that space drill onto the upper triangle, So when he handed off to Kate Rubens, who's going to enter into this foot restraint that you're seeing from this view, once she gets in a good position and puts the upper triangle in place, that pistol grip tool will be right within her reach so she can start bolting that center pad to the upper portion of the mass canister.",10929.414740000002,10954.888700000001
Alright.,10981.803090000001,10982.20289
So it's twelve seconds.,10982.20289,10983.382560000002
Okay.,10984.960530000002,10985.320360000002
Alright.,10985.320360000002,10985.680180000001
Copy.,10985.680180000001,10986.000020000001
"And I understand twelve, tango tango foxtrot twelve are set.",10986.000020000001,10989.8381
And can you verify the pitch knob as pop out?,10989.8381,10992.33559
Checking.,10995.693910000002,10996.193910000002
Okay.,11004.309120000002,11004.809120000002
Copy.,11004.828860000001,11005.328860000001
Those are good settings for the WIFX and APFR.,11005.988290000001,11008.647200000001
"And, Kate, I'll take a glove, hip, and grommet check.",11008.746900000002,11011.365850000002
Okay.,11013.29462,11013.79462
"For Christine, have his drag on to some place?",11017.532500000001,11019.95058
Okay.,11021.989570000002,11022.469320000002
"Hey, guys.",11022.469320000002,11022.789160000002
Have a chance to be checked on the ACFR settings as well if it makes sense.,11022.789160000002,11026.127740000002
Okay.,11026.58725,11027.08725
Awesome.,11027.107000000002,11027.607000000002
And great job to both of you.,11027.7067,11029.935580000001
"Ike, you did a great job building that triangle by yourself, ma'am.",11031.055030000001,11034.253420000001
"So, Kate, you can just ingress the APFR at this point.",11034.253420000001,11036.95058
"Hey, Frank.",11052.742000000002,11053.22176
The GP is in the handrail.,11053.22176,11056.729400000002
You're missing a pad on the right for strip.,11056.729400000002,11060.547750000002
Okay.,11061.64693,11062.14693
"And so as you inglosed the APFR, do you guys need a reminder for the movements, cautions as far as the cyclic move ins and forces on the market structure.",11075.55874,11086.672900000001
Okay.,11089.051440000001,11089.551440000001
Forty pounds.,11089.8111,11090.670900000001
"Three seconds late, and just a quick second.",11091.100400000001,11092.939470000001
"Good work, Kate.",11092.939470000001,11098.11712
So you're getting a a great view of both astronauts.,11110.358820000001,11113.13765
You see Kate Rubin's off to the right there.,11113.197380000001,11115.68474
She's in the suit with the red stripes.,11115.68474,11117.763700000001
She's going to ingress or enter the portable foot restraint.,11117.763700000001,11121.542040000002
You see glover off to the left there that's it with no stripes.,11122.100400000001,11125.178850000002
He's already constructed that upper triangle.,11125.178850000002,11127.13787
That's the first section of the bracket.,11127.13787,11128.845570000001
The modification kit for installing the future solar arrays.,11129.045460000001,11132.304100000001
He's already put that together.,11132.323840000001,11133.68316
Everything's bolted up.,11133.68316,11134.922540000001
"And he's also strapped the pistol grip tool, already set to the configuration that Kate Rubens will need once he hands it off to her.",11134.922540000001,11142.738800000001
And I guess that Kate is ingressing.,11159.457230000002,11161.076680000002
If you have time to verify that the PIP pins and MOI on the on the center pad are properly configured.,11161.37627,11170.971550000002
"The one for the left truck is still sold out, but I can install that now.",11181.405,11185.343250000002
Okay.,11190.350480000001,11190.67034
We'll take that now.,11190.67034,11191.770040000001
Bye.,11194.028650000002,11194.528650000002
And I'll start with the check-in with the system of record.,11207.340440000002,11210.958880000002
Thank you.,11214.137040000001,11214.49688
Good.,11214.49688,11214.895600000002
Copy.,11215.135460000001,11215.635460000001
"And copy, Kate.",11215.735160000002,11216.734670000002
Good job.,11216.734670000002,11217.394580000002
It depends on what a good pull test.,11238.852600000002,11240.751880000002
Copy.,11243.019600000001,11243.33947
I then you'll be transferring the upper triangle with PGT to Kate.,11243.33947,11247.1578
"Kate, did you receive the assembly?",11247.6573,11249.396700000001
You'll attach your RET to the right mounting bracket tether point.,11249.625540000001,11253.243980000001
Copy.,11255.022850000001,11255.522850000001
Alright.,11257.710040000002,11258.029870000002
"Kate Rubens is in place in the portable foot restraint, and glover has the upper triangle completely assembled.",11258.029870000002,11265.286500000002
Now he'll hand it off.,11265.466150000002,11266.615560000002
To Kate Rubens.,11267.175280000001,11268.155050000001
They have to make sure the bracket is tethered at all points.,11278.238360000001,11281.476740000002
"Currently tethered to glover, and they'll make a a handover to switch it to Kate Rubin's Tethr.",11281.476740000002,11289.18258
"Again, she doesn't have to worry about the pistol grip tool, the space drill.",11290.54015,11294.098380000001
It's already connected to that upper triangle ready for her whenever she's ready to install it.,11294.098380000001,11299.316030000002
"Like, looks like you're doing a great job on MOI.",11316.645440000002,11318.964300000001
"I think they're happy with that config, and you can pass the triangle up to Kate when you're ready.",11318.964300000001,11323.382300000001
Works.,11328.228400000002,11328.728400000002
Can you get attached into the light?,11377.618900000001,11379.4382
Alright.,11379.697800000002,11379.897760000002
And we'll go ahead and do that side first.,11379.897760000002,11381.7368
Okay.,11381.7368,11382.2368
And the red on it is locked out.,11391.4495,11393.26885
Okay.,11393.32854,11393.608400000001
Copy.,11393.608400000001,11394.108400000001
You'll see it?,11402.71918,11403.579000200001
Sure.,11405.8376205,11406.31738
And I have my RET on the right.,11406.31738,11408.045380000001
K.,11408.544880000001,11408.704800000001
Let me know when you already take control.,11408.704800000001,11410.484160000002
I already take control.,11410.663820500002,11411.92344
And you guys I I got control.,11411.983160000002,11414.24054
Alright.,11415.479920000002,11415.799760000002
Glover just handed off the upper triangle to Kate Rubins.,11415.799760000002,11419.25828
Okay.,11423.595420000001,11424.095420000001
"And, like, on case go, you can release the bad RET.",11424.31506,11427.45374
And I have control.,11429.8323,11430.75184
I have it ready to go.,11430.75184,11432.211360000001
The back.,11434.33992,11434.899637
RET.,11434.899637,11435.219477
He wants the RET to go back to the back or to the mounting bracket.,11435.219477,11438.238220000001
Yeah.,11441.45636,11441.856158
We want the RET back in the bag.,11441.856158,11443.885138000001
Sorry.,11443.885138000001,11444.385138000001
You you don't have to release it from the mounting bracket.,11444.444860000001,11446.68374
Okay.,11446.68374,11447.18374
"Either you can relocate or you can hook it back this way, and I'll be No.",11450.042060000002,11453.43036
It'll text me.,11453.43036,11454.76994
Okay.,11454.829660000001,11455.189480000001
I'm sending it back to a queue.,11455.189480000001,11456.768940000002
It's still of control.,11458.108020000001,11459.16774
"Again, Rubens has control of that upper bracket.",11464.883860000002,11467.6025
They're just making sure that the tether configuration is okay before she begins the work of installing it to the mass canister.,11467.6025,11473.51928
Installing the center pad to the mass canister with the arrow pointing up.,11473.83912,11477.45756
Now it's up.,11489.8184,11490.95808
And you'll engage the left side first and then pivot the right side to engage the soft dock.,11495.72544,11500.543280000002
"Mike, you'll be working on stowing your short PGT on handrail five three seven two.",11507.039760000001,11512.397085
That's near the APFR wrenches.,11512.397085,11514.855116
Handbrake embedded in the soft dock.,11517.393600000001,11519.332880000002
Copy.,11522.03024,11522.35008
Soft dock.,11522.35008,11522.78986
Thank you.,11522.78986,11524.28936
K.,11526.228140000001,11526.547980000001
"On your long PGT, your settings will be alpha two clockwise two.",11526.547980000001,11530.326340000001
Account.,11536.32285,11536.82285
Great views from the high definition camera view of Kate Rubin's helmet camera.,11540.09948,11545.157200000001
"Alpha two, clockwise two.",11546.675360000001,11548.274560000002
She's confirming the pistol grip settings before she goes ahead and starts driving some of the bolt that you see on the center pad there that's currently soft dock to the mass canister.,11548.274560000002,11560.31788
Driving those bolts will secure it in place.,11560.93732,11563.11648
Through mic eight to torque.,11563.755500000001,11565.374940000002
We anticipate eleven and a half turns.,11565.874440000001,11568.013620000002
Copy.,11569.832460000001,11570.152300000002
Eleven and a half torque.,11570.152300000002,11571.26055
We adjustable distance that are right at the feet here.,11577.657350000001,11580.55614
"Hey, Kate.",11610.178170000001,11610.878060000001
From the hectic camera.,11611.057710000001,11613.30512
It looks like that center pad is moving more than we expected.,11613.30512,11616.044000000002
Do you mind rechecking the soft dock?,11616.223650000002,11618.14269
Did it stop that.,11618.14269,11621.690240000002
Okay.,11623.509080000002,11624.009080000002
Copy.,11624.508580000002,11624.828420000002
And Did you say counterclockwise too quick?,11624.828420000002,11631.564740000002
Sorry.,11631.584480000001,11632.084480000001
She's halfway too quick.,11632.1242,11633.66344
Yep.,11633.66344,11633.863340000002
"Settings will be alpha two, clockwise two.",11633.863340000002,11636.042500000001
Alright.,11643.188100000001,11643.54792
Rubens has a good soft dock position on that center pad driving that first bolt to secure it in place.,11643.54792,11648.255560000001
And I guess you put that short PGT on handrail five three seven two.,11652.173610000002,11655.730350000002
"Remember, you'll have to reach it from the other side, see if I wanna key it over to the far side.",11655.730350000002,11660.48797
"Oh, that again?",11660.48797,11664.395340000001
You'll be starting that short PGT on handrail five three seven two.,11666.574,11670.112480000002
You'll need to reach that from the other side.,11670.492040000001,11672.171190000001
So you might wanna cheated over as far as you can?,11672.171190000001,11674.56981
Okay.,11677.148280000001,11677.648280000001
I think I've got seven turns.,11677.78794,11679.30721
"I do have good torque forty eight, big green light.",11679.30721,11683.23464
That's an impact.,11683.53424,11684.474020000001
Okay.,11690.850390000001,11691.170220000002
What was the torque on that?,11691.170220000002,11692.4096
It's three point eight axle.,11692.4096,11696.2679
Copy.,11701.02511,11701.34496
Three point eight.,11701.34496,11702.284740000001
And I got this regard last.,11702.544360000002,11704.143540000001
I I was one step ahead of you.,11704.143540000001,11705.502890000002
You'll you'll need to do you need that on the left side first.,11705.502890000002,11708.881440000001
"I can get it from both sides, but not that wide.",11711.31954,11713.358510000002
It's in the middle.,11713.358510000002,11714.338280000002
Okay.,11715.87728,11716.37728
Copy.,11716.396990000001,11716.896990000001
"If you're good, I'll drive on m eight.",11719.12511,11721.704090000001
You have a go for m eight.,11723.92272,11725.08214
K.,11725.08214,11725.58214
Teamwork.,11727.280110000002,11727.780110000002
Ruben's driving the second of four bolts to secure the center panel to the mass canister.,11730.39854,11734.816610000002
"In the meantime, glover is already a couple steps ahead getting ready for the next series of tasks that'll install the struts on the left side from this view of of Kate Rubins.",11736.15529,11747.50957
It'll be on the left side.,11747.50957,11748.62902
Copy.,11748.62902,11749.12902
Seven.,11751.0678,11751.5678
Two point six screen height on my k.,11751.74746,11754.04656
Let's try to make six.,11756.40464,11757.824180000001
K.,11759.52309,11759.683
You have a go for the next bolt.,11759.683,11761.302440000001
Two good bolts out of four on the center pad.,11763.999440000001,11766.65838
Ruben's working on that third bolt.,11766.917990000002,11768.69734
Three point six torque The winter is a good green light.,11777.461290000001,11780.439690000001
Copy.,11780.439690000001,11780.939690000001
Any other go for the final bolts?,11786.8453,11788.4045
Thirty seven.,11788.4045,11790.98348
Three good bolts out of four.,11793.322040000001,11794.8413
Rubens securing the last bolt of the center bed.,11794.8413,11797.769520000002
Point seven torque.,11807.51372,11808.513200000001
"Good day, Mike.",11808.513200000001,11809.413020000002
"In terms of Mike seven Copy for Mike seven k, and we are checking let you know shortly.",11809.71261,11818.615500000002
You're right?,11822.253680000002,11822.993540000001
No.,11823.33314,11823.53304
No.,11823.53304,11824.03304
I've taken a couple of past reviews.,11824.452570000001,11826.0118
"Hopefully, you wanna hope for me now.",11826.0118,11827.551290000001
"And, Kate, we're still evaluating those charts.",11882.45867,11884.777520000001
Will that work for you shortly?,11884.777520000001,11886.636840000001
Copy.,11886.69654,11887.19654
Control Control is four.,11891.59386,11893.49314
K.,11895.192070000001,11895.43194
Rubens successfully drove all four bolts on the center pad.,11895.43194,11899.20031
"Teams on the ground are evaluating, making sure everything is okay before she goes ahead and leaves her current position.",11899.22002,11905.237260000002
"The next set of series of tasks require her to egress or get out of the portable foot restraint and reset it to get another angle so they can start working on the left side of the mass canister, so they're just making sure everything is okay before we go on to the next series of steps.",11905.47542,11920.277540000001
"In the meantime, glover, you see off to the left from this view is already getting some of those struts ready for the next series of tasks.",11920.277540000001,11927.80327
Give the center pad a good wiggle and just make sure that it's following.,11928.542640000001,11932.140370000001
It sure is.,11935.558400000002,11936.23809
"And I don't wanna put more than forty yards into the mass canister, but it is Absolutely.",11936.23809,11941.035440000001
"We saw that, okay, good job, and we're we're checking.",11953.548340000001,11956.087340000002
Alright.,11999.5421,11999.782040000002
Can,11999.782040000002,12000.000440000002
That is a good install on the center pad.,12000.800040000002,12003.03892
So you can install your PGT and verify that the pit pins and MOI are imposed.,12003.03892,12007.536920400002
Okay.,12009.784340000002,12010.284340000002
And the line is in place.,12012.023220000001,12013.68264
Both pistons are in place.,12013.942260000002,12015.38044
PGT the long PGT's third on the right handrail.,12015.940160000002,12018.67904
Okay.,12020.457900000001,12020.857700000002
Copy.,12020.857700000002,12021.337460000002
And you can move the EV one RET from upper triangle to either PGT.,12021.337460000002,12026.874740000001
Engineers on the ground are happy with the four bolts driven to secure the center pad in place.,12033.470180000002,12039.727300000002
"She's going to wrap up her worksite, Kate Rubin's will, on the upper part of the mass canister, installing that center pad.",12040.0454,12047.310440000001
"She'll have to egress or get out of the foot restraint and reset it, get it in another configuration to start working on the left side of the mast canister.",12047.430383,12056.326180000002
Astronaut Victor Glover already a couple steps ahead getting those struts ready to hand off to Kate Rubins for the installation.,12057.774843000001,12065.751100000001
Of destruct on the left side.,12066.360360000002,12068.219680000002
And I have the PGT.,12083.710134,12084.849810000002
Okay.,12086.108930000002,12086.428770000002
K.,12086.428770000002,12086.668650000001
"And we see that the upper triangle is rotated down, and so you can retrieve the seven sixteenth PGT and egress the APFR, you'll be transferring the PGT to a bike.",12086.668650000001,12097.863070000001
Think I have it adjustable for me.,12101.469810000002,12103.489050000002
Okay.,12105.867610000001,12106.367610000001
Yeah.,12111.144650000002,12111.464490000002
"Actually, I don't know if you can change the settings.",12111.464490000002,12113.803570000002
I can hand off to you.,12113.943250000002,12115.402770000002
Direct.,12116.661890000001,12117.161890000001
Coming back to it.,12119.689780000002,12120.949390000002
Is there any can do more efficient?,12121.568840000002,12124.147794000002
"If you could change the APFR settings, I can hand you down the PGT.",12127.394650000002,12130.49334
Okay.,12130.912890000001,12131.412890000001
That's not a good plan.,12135.490370000001,12136.489880000001
Let me go.,12136.489880000001,12137.049590000002
Yeah.,12137.049590000002,12137.289470000002
I'll hit over there on the ticket.,12137.289470000002,12138.908920000002
Okay.,12157.647610000002,12158.147610000002
Because there are so many settings to change.,12158.607130000002,12161.024850000002
The team thinks that it's best if you egress and change the settings after egress.,12161.024850000002,12165.702510000001
Copy.,12165.702510000001,12166.202510000001
Copy.,12170.080090000001,12170.580090000001
"And I you'll receive that PGT, the long PGT, and still on your sonar.",12203.550030000002,12208.447830000001
And you can move the RET AP to the bag as desired.,12208.907340000002,12211.76617
Copy.,12215.503900000002,12216.003900000002
Alright.,12218.38246,12218.7023
Beautiful I four one p t t.,12218.7023,12220.55044
Thank you.,12221.350050000001,12221.749840000002
Do you have eyes on the long PGT?,12221.749840000002,12223.968980000001
No.,12227.30707,12227.745450000002
Ruben's handing off that pistol grip tool to Victor Glover.,12249.742640000002,12255.74975
He'll hold on to it and It's set up for the next series of task where it'll be used to install the strats on the left side of the mass canister.,12260.607070000002,12269.072580000002
That you can take the red off now?,12279.545300000002,12281.324660000002
Okay.,12281.704210000002,12282.204210000002
Got it.,12282.423840000001,12282.78367
Alright.,12282.78367,12283.28367
"Frank, ready for settings.",12284.662740000002,12285.882370000001
Okay.,12287.100170000002,12287.459970000002
K.,12287.459970000002,12287.959970000002
"First, the WIFAC extension will come to one.",12288.0197,12290.918500000002
CD settings will be six golf one.,12291.338060000002,12293.837040000002
And can we start with APFR?,12296.884320000001,12298.343820000002
Sure.,12300.162670000002,12300.662670000002
Your APFR settings will be twelve papa papa hotel twelve.,12300.88231,12304.96944
"So the pitch goes to papa papa, the roll goes to hotel.",12305.189070000002,12308.207840000001
"And, like, once you have that PGC secure, you can start to retrieve the left mid strut.",12329.224680000001,12333.862340000001
That'll be straps twelve and thirteen.,12333.862340000001,12335.641710000002
Secure on my on my smartphone.,12339.328660000001,12341.227940000002
Right?,12341.367640000002,12341.867640000002
For the PGT affirmative.,12343.606520000001,12344.866140000002
K.,12346.854640000001,12347.354640000001
"And you said you want the lower, which which truck?",12348.373840000002,12350.532790000001
Laura?,12350.532790000001,12351.032790000001
"Left, midstrad.",12351.692210000001,12352.59199
"Left, midstrad.",12352.811640000002,12353.511540000001
Okay.,12354.91032,12355.270120000001
Lovely.,12355.270120000001,12355.770120000001
Very good.,12377.316510000002,12377.796280000002
Thanks.,12377.796280000002,12378.285500000002
Gulf?,12378.325480000001,12378.825480000001
"Yes, sir.",12382.16356,12382.863480000002
"Say again, please take Is that golf on the ATFR?",12389.218740000002,12393.316940000002
Yep.,12395.635240000001,12395.875100000001
That should be hotel.,12395.875100000001,12396.874620000002
Papa Papa Hotel.,12396.874620000002,12398.534040000002
Hotel.,12402.810440000001,12403.310440000001
"Again, Ruben's configuring the portable foot restraint that you're seeing from her high definition helmet camera view.",12415.172890000002,12422.348220000002
She'll be working with Victor Glover here shortly.,12424.445480000002,12427.763810000002
They'll be trading roles in using a pistol grip tool.,12427.763810000002,12430.942490000001
"To secure the left struts, the left side of the modification kit.",12432.529980000001,12437.907540000002
"And, Frank, this is Rob.",12564.269640000002,12565.429090000001
It's pretty slow.,12565.429090000001,12566.448800000002
Yeah.,12568.627440000002,12568.907300000003
"We're seeing that, Kate.",12568.907300000003,12570.086990000002
Good job on working with it.,12570.346640000002,12572.78511
And verify pitch knob is popped out.,12587.965440000002,12590.144640000002
AFM.,12592.563180000001,12593.042940000001
Copy.,12593.042940000001,12593.542940000001
There'll be hotel on your own.,12597.714640000002,12599.573940000002
Yeah.,12602.879200000001,12603.119080200002
We did that already.,12603.119080200002,12604.098840000002
We're going for one now.,12604.398440000003,12605.477900000002
Perfect.,12605.477900000002,12605.977900000002
Okay.,12606.277500000002,12606.757260400002
Great.,12606.757260400002,12607.045640000002
And so you'll receive the left mid strut and stow that on your BRT.,12607.765280000001,12612.743040000001
She's still assisting the lift brakes.,12615.649860000001,12617.389240000002
Yep.,12624.245360000003,12624.525222000002
"Sorry about that, Kate.",12624.525222000002,12625.364802000002
I forgot that we had done the APFR first.,12625.364802000002,12628.123422000002
So your WIFAC settings will be six gulf one.,12628.123422000002,12631.102182000002
Extension goes to one.,12631.560540000002,12633.100020000002
And just a reminder that you'll have to hold out the knob so that it doesn't pop back in every time.,12639.765440000003,12644.983080000002
Thank you.,12667.340580000002,12668.120444000002
"Alright, guys.",12679.483840000003,12680.043560000002
Great team work.,12680.043560000002,12680.803180000003
And now it looks like good settings on the WIFX and the APFR.,12680.803180000003,12684.581540000003
"So, okay, before you ingress, you'll wanna get the left vent strut and put that on your BRT.",12692.775200000002,12698.112780000001
Kinda stressed out that you guys call me.,12740.325620000001,12742.344860000003
Whether that might be your key right?,12746.482540000003,12747.930650000002
Okay.,12748.290470000002,12748.610300000002
Can you keep you rolling?,12748.610300000002,12749.769730000002
Yep.,12749.769730000002,12750.129540000002
"Thank you very, sir.",12750.129540000002,12751.269230000002
Alright.,12757.415210000003,12757.775020000003
Back to the bag.,12757.775020000003,12758.794770000002
Your hands?,12759.973920000002,12760.633850000002
Yeah.,12761.173320000002,12761.413210000002
If you wanna hold it for a sec.,12761.413210000002,12762.992660000002
Alright.,12776.204330000002,12776.704330000002
Got it.,12776.764040000002,12777.503920000003
"K, Frank.",12791.175510000003,12791.695250000002
"Mitch, that is on my BRT.",12791.695250000002,12793.234730000002
Okay.,12795.333420000003,12795.813190000003
"Great, Kate.",12795.813190000003,12796.292940000001
